Bairro,Endereco,Preco,Bedroom2,Bathroom
Hampton,64 Earlsfield Rd,1460000,4,3
Parkdale,54 Balmoral Dr,1451000,4,3
Wantirna South,12 McLean Ct,1440000,4,3
Aberfeldie,1 Alma St,1436000,4,3
Nunawading,7A Alern Ct,1430000,4,3
Carlton North,112 Newry St,1425000,4,3
Carnegie,53 Moonya Rd,1423000,4,3
Warrandyte,21 Webb St,1420000,4,3
Mount Waverley,54 Doynton Pde,1416000,4,3
Ashwood,8 Maroondah Rd,1415000,4,3
Mount Waverley,72 Lechte Rd,1412000,4,3
Doncaster,378 Manningham Rd,1401000,4,3
Mount Waverley,14 Wadham Pde,1400000,4,3
Pascoe Vale,8 Ann St,1395000,4,3
Doncaster East,26 Octantis St,1390000,4,3
Templestowe,13 Shakespeare Dr,1390000,4,3
Doncaster East,45 Elizabeth St,1385000,4,3
Templestowe,16 Darnley Dr,1385000,4,3
Bentleigh East,1 Pell St,1384000,4,3
Niddrie,63 Nolan St,1370000,4,3
Bentleigh,60B Tucker Rd,1370000,4,3
Blackburn South,27 Gissing St,1367000,4,3
Bentleigh East,28a Barrani St,1345000,4,3
Niddrie,23 Hutchison St,1340000,4,3
Williamstown,112 Crofton Dr,1330000,4,3
Bentleigh East,26A Bonny St,1330000,4,3
Mount Waverley,14 Gloucester St,1327000,4,3
Templestowe Lower,64 Magnolia Ct,1325000,4,3
Box Hill,6A Kintore Cr,1325000,4,3
Bentleigh East,16a Jassa St,1320500,4,3
Bentleigh,8B McKittrick Rd,1320000,4,3
Ascot Vale,40 Kent St,1316500,4,3
Preston,342 Gilbert Rd,1315000,4,3
Brighton East,8 Thomas St,1310000,4,3
Doncaster East,20 Dianne St,1310000,4,3
Moorabbin,2 Margaret St,1300000,4,3
Brighton East,11A Taylor St,1300000,4,3
Doncaster,32 Koolkuna Av,1290000,4,3
Bentleigh East,105A MacKie Rd,1282000,4,3
Bentleigh,60A Fromer St,1280000,4,3
Blackburn North,38 Charlton St,1280000,4,3
Wheelers Hill,71 Phoenix Dr,1280000,4,3
Bentleigh,86A Tucker Rd,1280000,4,3
Essendon,27 Sherbourne St,1275000,4,3
Greenvale,6 Murray Ct,1260000,4,3
Templestowe Lower,11 Corroboree Pl,1257000,4,3
Southbank,6/85 Dodds St,1250000,4,3
Carnegie,1/108 Truganini Rd,1250000,4,3
Bentleigh East,52a Barrington St,1250000,4,3
Niddrie,15 Shaw St,1250000,4,3
Ashwood,1/18 Raymond St,1245000,4,3
Aspendale Gardens,17 Pacific Dr,1232000,4,3
Bentleigh East,1/18 Kennedy St,1230000,4,3
Doncaster,41 Pettys La,1225000,4,3
Wheelers Hill,16 Belinda Cr,1223000,4,3
Glenroy,47 Cardinal Rd,1217500,4,3
Maribyrnong,33 River St,1215000,4,3
Richmond,20 Lincoln St,1212500,4,3
Notting Hill,3 Risdon Dr,1211000,4,3
Wheelers Hill,7 Meadowbrook Dr,1211000,4,3
Reservoir,32A Broadhurst Av,1210000,4,3
Cairnlea,39 Waterview Dr,1206000,4,3
Preston,268 Wood St,1205000,4,3
Doncaster,109A Ayr St,1202000,4,3
Preston,263 Tyler St,1200000,4,3
Mulgrave,5 Renee Cl,1191000,4,3
Maribyrnong,1A Riverview Ct,1190000,4,3
Wantirna,4 Kellaway Ct,1188888,4,3
Hampton East,7 Seafoam St,1185000,4,3
Essendon,3/1 Cameron Rd,1185000,4,3
Mitcham,29 Highland Av,1185000,4,3
Edithvale,6A Berry Av,1185000,4,3
Nunawading,1/44 Shady Gr,1175000,4,3
Glen Waverley,9 Dorset St,1170000,4,3
Reservoir,24 Home St,1162000,4,3
Avondale Heights,14 Lovett Dr,1160000,4,3
Essendon,22 Nimmo St,1160000,4,3
Keilor East,148 Rachelle Rd,1160000,4,3
Altona,175 Blyth St,1160000,4,3
Bentleigh,58 London St,1155000,4,3
Coburg,19 Audley St,1136000,4,3
Vermont South,5 Bundarra Ct,1122000,4,3
Maribyrnong,9 Lyric St,1117000,4,3
Coburg North,10 Marama St,1115000,4,3
Mulgrave,63 Haverbrack Dr,1105000,4,3
Carnegie,1/52 Neville St,1100000,4,3
Blackburn South,152 Middleborough Rd,1100000,4,3
Yallambie,17 Amaroo Wy,1100000,4,3
Kealba,29 Orbital Dr,1095000,4,3
Doncaster,4/2 Paul St,1090000,4,3
Viewbank,111 Rutherford Rd,1085000,4,3
Wantirna,4 Warwick Cl,1085000,4,3
Newport,51 Home Rd,1082000,4,3
Essendon,4 Butler St,1067500,4,3
Bentleigh East,13 Brooks St,1060000,4,3
Burwood,1/34 Cumming St,1060000,4,3
Spotswood,4 Stephenson St,1060000,4,3
Eltham,38 Meruka Dr,1054000,4,3
Heathmont,14 Mont Ct,1050000,4,3
Wantirna South,42 Argyle Wy,1045000,4,3
Chadstone,2/12 Moorong St,1042500,4,3
Maribyrnong,37 Skyline Dr,1040000,4,3
Briar Hill,77 Karingal Dr,1030000,4,3
Greensborough,14 Wolangi Ct,1028000,4,3
Moorabbin,5A William St,1016000,4,3
Epping,4 Nuthall Wy,1012000,4,3
Burwood East,481 Highbury Rd,1010800,4,3
Viewbank,42 Graham Rd,1010000,4,3
Templestowe Lower,1/285 Thompsons Rd,1010000,4,3
Moorabbin,38 Royena Rd,1000000,4,3
Braybrook,10 Sedge Cl,1000000,4,3
Southbank,6/77 Dodds St,990000,4,3
Diamond Creek,37 Brownlow Dr,990000,4,3
Montmorency,17 Virginia Ct,980000,4,3
Knoxfield,27 Belindavale Dr,980000,4,3
Blackburn North,72 Kett St,980000,4,3
Airport West,34 Moorna Dr,978000,4,3
Kensington,36 The Crescent,975000,4,3
Ringwood North,6 Menzies Cr,965000,4,3
Clayton South,17b Helena St,963000,4,3
Footscray,19 Federal St,961000,4,3
Avondale Heights,3 Clive Ct,950000,4,3
Strathmore Heights,5 Lockheed St,950000,4,3
Reservoir,49 Elliot St,941000,4,3
Ringwood,14 Norfolk Av,935000,4,3
Strathmore Heights,12 Boeing Rd,931999,4,3
Mitcham,1/17 Milne St,926000,4,3
Wantirna,1 Newlands Ct,925000,4,3
Eltham North,15 Highpoint Cr,920000,4,3
Eltham,11 Marlow Pl,920000,4,3
Reservoir,43 Gertz Av,920000,4,3
Noble Park,24 Holmes St,920000,4,3
Richmond,3 Jika Pl,915000,4,3
Yallambie,8 Ovata Cl,915000,4,3
South Morang,7 Alexis Cl,915000,4,3
Mooroolbark,3 Elm Gr,915000,4,3
Airport West,50 Marshall Rd,910000,4,3
Taylors Lakes,10 Holowko Ct,905000,4,3
Lalor,9 Lugano St,905000,4,3
Glenroy,28 William St,905000,4,3
Doncaster,1 Crawford Rd,900000,4,3
Greensborough,12 Yangoora Pl,900000,4,3
Chelsea Heights,26 Fielding Dr,890000,4,3
Keilor East,4 Milleara Rd,886000,4,3
Hadfield,10 The Loop,880000,4,3
Ferntree Gully,3 Kirby Ct,875000,4,3
Hadfield,4 Surrey St,870000,4,3
Bayswater,12 Pindari Dr,860000,4,3
Burnside Heights,5 Winterton Ct,860000,4,3
Taylors Lakes,1 Cowes Pl,853000,4,3
Reservoir,28 Manoel Av,852000,4,3
Niddrie,11 Spring St,850000,4,3
Fawkner,5 Kiddle St,850000,4,3
Wollert,10 Empress Av,850000,4,3
Altona North,268d Mason St,847500,4,3
Keilor East,38 Clarks Rd,847000,4,3
Hillside,11 The Parks,840000,4,3
Glenroy,8A Finchley Av,831000,4,3
Gowanbrae,12 Holly Ct,830000,4,3
Newport,1/27 Clyde St,827500,4,3
Maidstone,2/166 Mitchell St,821000,4,3
Westmeadows,43 Bamford Av,821000,4,3
Greenvale,5 Edinburgh Ct,818000,4,3
Hillside,35 Bedingham Dr,805000,4,3
Fawkner,13 Lorne St,800000,4,3
Reservoir,85 Radford Rd,791000,4,3
Reservoir,39 Mason St,786000,4,3
Gisborne,204 Panorama Dr,780000,4,3
Reservoir,19 Tovey St,770000,4,3
Narre Warren,9 Argus Ct,761000,4,3
Gladstone Park,3 Finlay Cl,760000,4,3
Bundoora,36 Ormond Bvd,758000,4,3
Point Cook,32 Solitude Cr,758000,4,3
Tullamarine,31 Janus St,756000,4,3
Keilor Park,44 Erebus St,746000,4,3
Gladstone Park,25 Nigel Cr,740000,4,3
Hillside,83 Royal Cr,740000,4,3
Dandenong North,131 Brady Rd,723000,4,3
Ferntree Gully,8 Fuchsia St,723000,4,3
Taylors Lakes,18 Whiteley Pde,715000,4,3
Werribee,20 Harvest Wy,691000,4,3
Greenvale,2 Lysterfield Dr,679000,4,3
Albanvale,33 Robyn Av,655000,4,3
Gowanbrae,24 Duranta Dr,655000,4,3
Craigieburn,11 Milburn Pl,655000,4,3
Delahey,6 Green Cl,655000,4,3
Jacana,29 Hendricks Cr,650000,4,3
Lalor,47 Suncroft Dr,642000,4,3
Werribee South,105 Robbs Rd,640000,4,3
Gisborne,22 Frith Rd,636000,4,3
Dandenong North,1/30 Boyd St,617000,4,3
Jacana,2 Bannister St,616000,4,3
Heidelberg,3/89 Rosanna Rd,610000,4,3
Glenroy,2/36 Prospect St,607000,4,3
Mernda,25 Gael Ct,598000,4,3
Sunbury,4 Turner Ct,578000,4,3
Roxburgh Park,36 Lincolne Cr,577500,4,3
Meadow Heights,31 Buchan St,560000,4,3
Dallas,41 Berger St,560000,4,3
Roxburgh Park,18 Yellowstone Ct,555000,4,3
Melton South,22 Hume Av,540000,4,3
Toorak,17 Albany Rd,6250000,3,3
Brighton,11 Butler St,3751000,3,3
Toorak,2A Verdant Av,3550000,3,3
South Yarra,65 Caroline St,3475000,3,3
Glen Iris,184 Finch St,3310000,3,3
Camberwell,16A Waterloo St,3300000,3,3
Glen Iris,15 Howitt St,3010000,3,3
Malvern,9 Fraser St,3010000,3,3
Port Melbourne,143 Cruikshank St,2926000,3,3
Hampton,38 Myrtle Rd,2800000,3,3
Kew,419 Barkers Rd,2770000,3,3
Fitzroy,207 Young St,2625000,3,3
Fitzroy North,125 Barkly St,2540000,3,3
Brighton,1A Baker St,2450000,3,3
Brighton,552 New St,2445000,3,3
Hampton,30 Holyrood St,2420000,3,3
Newport,4 Peel St,2415000,3,3
Toorak,5/755 Malvern Rd,2400000,3,3
West Melbourne,96 Roden St,2370000,3,3
Mont Albert,11 Marlborough St,2320000,3,3
Malvern East,16A Manning Rd,2273000,3,3
Armadale,42 Rose St,2250000,3,3
Brighton,13 Whyte St,2230000,3,3
Richmond,76 Buckingham St,2210000,3,3
Balwyn,129 Gordon St,2200000,3,3
South Yarra,75/85 Alexandra Av,2175000,3,3
Port Melbourne,111 Stokes St,2160000,3,3
Ashburton,3/39 Solway St,2050000,3,3
Brighton,78 Champion St,2040000,3,3
Balwyn North,28 Walnut Rd,1950000,3,3
Windsor,77 Raleigh St,1910000,3,3
Port Melbourne,1 Princes Pl,1845000,3,3
Beaumaris,11 Wellington Av,1840000,3,3
Ormond,9 Ruby St,1836000,3,3
Glen Iris,27 Sunhill Rd,1825000,3,3
Hampton,29A Willis St,1745000,3,3
Aberfeldie,29 Beaver St,1740000,3,3
Brighton East,29 Cluden St,1706000,3,3
Balwyn,27A Yerrin St,1680000,3,3
Port Melbourne,67 Ross St,1665000,3,3
Prahran,116 Charles St,1650000,3,3
Strathmore,140 Woodland St,1650000,3,3
Hawthorn East,1051 Burke Rd,1615000,3,3
Rosanna,81 Grandview Gr,1609000,3,3
Richmond,53A Fraser St,1600000,3,3
Brighton East,299 South Rd,1590000,3,3
Richmond,1/7 Sanders Pl,1582000,3,3
Brunswick East,89a Hickford St,1574000,3,3
Sandringham,50 Brighton St,1550000,3,3
Albert Park,2b Dundas Pl,1532000,3,3
Carnegie,44 Blackwood St,1518000,3,3
Clifton Hill,1 Park Dr,1457500,3,3
Moonee Ponds,5 Bent St,1445000,3,3
Bentleigh,12b Coates St,1435000,3,3
Bentleigh,2 Osborne Av,1435000,3,3
Glen Iris,294 Tooronga Rd,1430000,3,3
South Yarra,10/20 Chambers St,1430000,3,3
Camberwell,2/2 Garden Rd,1430000,3,3
Richmond,7 Wiltshire St,1425000,3,3
Port Melbourne,281 Esplanade East,1400000,3,3
Yarraville,72 Bishop St,1400000,3,3
Newport,80 William St,1378000,3,3
Bentleigh,197A Jasper Rd,1375000,3,3
Doncaster,11 Harvell Ct,1351000,3,3
Doncaster,67 Hampshire Rd,1345000,3,3
Seddon,58 Station Rd,1330000,3,3
Essendon,27 McPhail St,1315000,3,3
Moonee Ponds,22 McPherson St,1310000,3,3
Aberfeldie,2/65 Clifton St,1300000,3,3
Keilor East,60 Roberts St,1295000,3,3
Keilor East,4 Limestone Av,1295000,3,3
Cheltenham,9 Oak Av,1291000,3,3
Cheltenham,8 Brownfield St,1255000,3,3
Balaclava,6/98 Westbury St,1250000,3,3
Rosanna,180 Grandview Gr,1245000,3,3
Thornbury,22 Gooch St,1235000,3,3
Nunawading,3/7 Lilian St,1235000,3,3
Balwyn North,56a Clifton St,1230000,3,3
Seddon,2/42 Station Rd,1228000,3,3
Carlton North,354 Station St,1214000,3,3
Bentleigh East,34b Lesden St,1210000,3,3
Chelsea,501 Nepean Hwy,1210000,3,3
Bentleigh East,76 Wingate St,1205000,3,3
Doncaster East,6 Hope Ct,1205000,3,3
Watsonia,11 Leafield St,1171000,3,3
Bentleigh,19B Fromer St,1160000,3,3
Malvern East,2/25 Fisher St,1135000,3,3
West Melbourne,7/88 Ireland St,1120000,3,3
Cheltenham,53a Cavanagh St,1111000,3,3
Avondale Heights,132 Templewood Cr,1107500,3,3
Richmond,29 Bennett St,1088000,3,3
Niddrie,2 Kelvin Cl,1080000,3,3
West Footscray,127 Stanhope St,1060000,3,3
Brunswick,7 Sutherland St,1050000,3,3
Prahran,1/11 Mount St,1015000,3,3
West Melbourne,44 Anderson St,1010000,3,3
Highett,6 Train St,1010000,3,3
Mentone,1/131 Balcombe Rd,995000,3,3
Essendon,98A Hoffmans Rd,983000,3,3
Chadstone,3/22 Stapley Cr,977500,3,3
Keilor East,117 Brees Rd,976000,3,3
Cheltenham,2/14 Jack Rd,950000,3,3
Clifton Hill,12 Barries Pl,942500,3,3
Ascot Vale,57 The Parade,940000,3,3
Clifton Hill,2 Barries Pl,935000,3,3
Moonee Ponds,11 Bowen St,930000,3,3
Strathmore,12 Loeman St,925000,3,3
Reservoir,193 Edwardes St,915000,3,3
Yarraville,6 Clarendon St,910000,3,3
Bayswater,14 Fallons Wy,910000,3,3
Bulleen,38 Balwyn Rd,905000,3,3
Richmond,18 Buckingham St,900000,3,3
Keilor East,37 Roberts St,891000,3,3
Mentone,17 Silverbanks Gr,881000,3,3
Avondale Heights,157 Canning St,851000,3,3
Airport West,60 Hilbert Rd,845000,3,3
Spotswood,118 The Avenue,840000,3,3
Preston,5A Carlisle St,840000,3,3
Niddrie,28 Coghlan St,830000,3,3
Northcote,1/75 Gadd St,830000,3,3
Keilor East,32 Wyong St,825000,3,3
Preston,70 Bruce St,800000,3,3
Greensborough,4 Nokuna Ct,800000,3,3
Bentleigh East,42 Paloma St,791000,3,3
Pascoe Vale,1/5 Farringdon St,790000,3,3
Fawkner,124 Major Rd,756000,3,3
Hadfield,101 Middle St,722000,3,3
Thornbury,220a Mansfield St,701000,3,3
Sunshine West,273 Glengala Rd,665000,3,3
Sunbury,18 Timins St,650000,3,3
Sandhurst,8 Viewmount Pl,640000,3,3
Werribee,3 Penn Cl,627500,3,3
Hillside,44 Jade Wy,600500,3,3
Pascoe Vale,101 Northumberland Rd,600000,3,3
Hoppers Crossing,13 Quarrion Ct,585000,3,3
Campbellfield,10 Bambury Ct,577000,3,3
Deer Park,15 Abercairn Ct,572000,3,3
Fawkner,41 McBryde St,543500,3,3
Sunshine West,133 David Dr,521000,3,3
Craigieburn,2 Calm Av,515000,3,3
Richmond,30 Highett St,3001000,2,3
Northcote,64 Union St,1860000,2,3
West Melbourne,115 Abbotsford St,1260000,2,3
Prahran,2 McMicken La,1200000,2,3
Northcote,34 Oamaru St,1160000,2,3
Yarraville,129 Roberts St,1137500,2,3
Fitzroy North,186 Queens Pde,930000,2,3
Hampton,3/308 Hampton St,742000,2,3
Reservoir,20 Rodman St,737000,2,3
Southbank,2005/39 Coventry St,690000,2,3
Airport West,8 Kittyhawk St,1026000,0,3
Donvale,1 Bernarra Ct,2705000,7,2
Clayton,5 Harlington St,1215000,7,2
Toorak,113 Grange Rd,2800000,6,2
Glen Iris,20 Charles St,2300000,6,2
Oakleigh South,1172 North Rd,1900000,6,2
Mount Waverley,17 Huntingtower Cr,1840000,6,2
Hawthorn East,4 Temple St,1666000,6,2
Burwood,24 Andrews St,1591000,6,2
Footscray,16 Nicholson St,1527000,6,2
Greenvale,21 Elphinstone Bvd,1515000,6,2
Wantirna South,14 Riverpark Dr,1180000,6,2
Springvale,67 Glendale Rd,917000,6,2
Newport,487 Melbourne Rd,881000,6,2
Craigieburn,10 Huntingdale Ct,506000,6,2
Middle Park,136 Page St,6400000,5,2
Hawthorn,17 Fairview St,5510000,5,2
Malvern East,447 Wattletree Rd,5100000,5,2
Malvern East,8 Ash Gr,4802500,5,2
Clifton Hill,100 Spensley St,3900000,5,2
Hawthorn East,23A Myrniong Gr,3789000,5,2
Malvern East,13 Epping St,3501000,5,2
Glen Iris,3 Fairview Gr,3365000,5,2
Surrey Hills,8 Middlesex Rd,3340000,5,2
Kew,4 Weir St,3200500,5,2
Deepdene,914 Burke Rd,3080000,5,2
Malvern East,18 Grant St,2960000,5,2
Fitzroy North,13 Alister St,2875000,5,2
Glen Iris,20 Britten St,2862000,5,2
Ashburton,11 Comas Gr,2850500,5,2
Kew,16 Charles St,2850000,5,2
Brighton East,13 Hornby St,2840000,5,2
Armadale,16 Llaneast St,2810000,5,2
Balwyn North,1 Hosken St,2800000,5,2
Fitzroy,25 Brunswick St,2790000,5,2
Williamstown,60 Hannan St,2760000,5,2
Williamstown,16 Hannan St,2720000,5,2
Mont Albert,11 Rostrevor Pde,2714000,5,2
Kew,64 Adeney Av,2660000,5,2
Camberwell,46 Athelstan Rd,2608000,5,2
Surrey Hills,5 Junction Rd,2600000,5,2
Surrey Hills,25 James St,2505000,5,2
Brunswick,222 Barkly St,2500000,5,2
Moonee Ponds,12 Chaucer St,2405000,5,2
Templestowe,4 Wynnewood Ct,2330000,5,2
McKinnon,75 Wright St,2300000,5,2
Elwood,13 Cyril St,2275000,5,2
Malvern East,34 Boston Av,2260000,5,2
Hampton,52 Service St,2250000,5,2
Ormond,39 Draper St,2250000,5,2
Elsternwick,8 Buxton St,2245000,5,2
Glen Iris,5 Ventich St,2215000,5,2
Yarraville,19 Blackwood St,2210000,5,2
Northcote,13 Hawthorn Rd,2175000,5,2
Northcote,2 Jamieson St,2155000,5,2
Brighton East,7 Billson St,2140000,5,2
Albert Park,23 Finlay St,2100000,5,2
Balwyn,7 Power St,2020000,5,2
Newport,69 Oxford St,2015000,5,2
Eaglemont,24 Castle St,2001000,5,2
Balwyn North,64 Greythorn Rd,2000000,5,2
Glen Iris,55 Martin Rd,1950000,5,2
Balwyn North,17 Cityview Rd,1940000,5,2
Eaglemont,47 Ormond Rd,1930000,5,2
Brighton East,3 Carrington Gr,1915000,5,2
Ascot Vale,54 South St,1905000,5,2
Bentleigh,43 Godfrey St,1900000,5,2
Doncaster East,8 Rowallan Ct,1890000,5,2
Gardenvale,171 North Rd,1880000,5,2
Glen Waverley,2 Wattletree Ct,1832000,5,2
Frankston South,21 Karina St,1825000,5,2
Yarraville,47 Bayview Rd,1815000,5,2
Burwood,9 Glengarry Av,1775000,5,2
Essendon,5 Ballater St,1756000,5,2
Oakleigh,5 Eastgate St,1750000,5,2
Bentleigh,21 Coates St,1740000,5,2
Doncaster East,10 Leura St,1730000,5,2
Balwyn North,9 Tannock St,1730000,5,2
Box Hill,22 Combarton St,1726000,5,2
Templestowe Lower,45 Lynnwood Pde,1710000,5,2
Ivanhoe,128 Bond St,1689000,5,2
Newport,78 Anderson St,1680000,5,2
Blackburn,5 Boongarry Av,1670000,5,2
Caulfield,190 Kambrook Rd,1665000,5,2
Carnegie,68A Lyons St,1665000,5,2
Wheelers Hill,2 Wattleglade Ct,1660000,5,2
Brighton East,5 Tuxen Ct,1655000,5,2
Essendon,3 Crisp St,1652000,5,2
Ivanhoe,7 Dudley St,1615000,5,2
Coburg,48 Barrow St,1615000,5,2
Williamstown North,3 Myrtle St,1615000,5,2
Malvern East,1413 Dandenong Rd,1600000,5,2
Balwyn North,123 Winfield Rd,1560000,5,2
Eltham,36 John St,1560000,5,2
Blackburn North,31 Primula St,1555000,5,2
Doncaster,4 Tudor Rd,1540500,5,2
Brunswick,20 Downs St,1530000,5,2
Burwood East,14 Holbeach St,1523500,5,2
Surrey Hills,29 Boisdale St,1518000,5,2
Wantirna South,52 Jenola Pde,1500000,5,2
Cheltenham,4 Courtney St,1495000,5,2
Strathmore,44 Lind St,1485000,5,2
Mentone,1 Rogers St,1485000,5,2
Parkdale,45 Eighth St,1485000,5,2
Glen Waverley,50 Madigan Dr,1480000,5,2
Bentleigh East,5 Kennedy St,1475000,5,2
Hughesdale,40 Canterbury St,1475000,5,2
Preston,2 Shakespeare Av,1455000,5,2
Mount Waverley,309 Waverley Rd,1450000,5,2
Eltham,92 Railway Pde,1450000,5,2
Donvale,23 Powers St,1440000,5,2
Mount Waverley,4 Lemon Gr,1430000,5,2
Bulleen,10 Tanami Ct,1401000,5,2
Heidelberg,6 Bolden St,1401000,5,2
Wantirna South,3 Jonathon Ct,1400000,5,2
Wheelers Hill,9 Walden Av,1400000,5,2
Clarinda,31 Dalbeattie Dr,1387000,5,2
Bentleigh,22 Hutchinson St,1385000,5,2
Templestowe Lower,91 MacEdon Rd,1381000,5,2
Wantirna South,26 Aisbett Av,1371000,5,2
Doncaster,128 High St,1370000,5,2
Croydon,20 Vernon St,1370000,5,2
Bentleigh East,6 Elswill St,1351000,5,2
Cheltenham,22 Weymar St,1350000,5,2
Pascoe Vale,24 Eddie St,1345000,5,2
Caulfield East,75 Grange Rd,1335000,5,2
Templestowe Lower,90 MacEdon Rd,1330000,5,2
Mount Waverley,11 Nicole St,1323000,5,2
Chadstone,16 Jacana Ct,1310000,5,2
Ringwood North,7 Pamela Pl,1306000,5,2
Bentleigh East,61 Bellevue Rd,1305000,5,2
Bulleen,7 Springbank Ct,1302000,5,2
Essendon West,25 Garnet St,1300000,5,2
Brunswick,44 Mitchell St,1300000,5,2
Vermont,84 Centre Rd,1300000,5,2
Vermont South,104 Weeden Dr,1300000,5,2
Glen Waverley,1 Walter St,1296000,5,2
Essendon,39 Deakin St,1290000,5,2
Yarraville,10 Tuppen St,1287000,5,2
Glen Waverley,2 Cherry St,1285000,5,2
Reservoir,5 Edgar St,1266000,5,2
Newport,106 Johnston St,1265000,5,2
Bentleigh East,32 Connie St,1260000,5,2
Wantirna South,5 Fewster Dr,1250000,5,2
Highett,13 Train St,1225000,5,2
Ringwood,8 Forest Ct,1225000,5,2
Bentleigh East,1 Gladesville Dr,1220000,5,2
Niddrie,60 Muriel St,1215000,5,2
Altona,20 McIntyre Dr,1213000,5,2
Wheelers Hill,17 Highwood Dr,1206000,5,2
Wantirna South,6 Newry Cl,1205000,5,2
Croydon,9 Columbia Av,1188000,5,2
Glen Waverley,32 Maylands Cr,1182000,5,2
Wantirna South,7 Cathies La,1180000,5,2
Mentone,10 Logan Ct,1180000,5,2
Vermont South,34 Cascade Dr,1180000,5,2
Maribyrnong,7 Pridham St,1151000,5,2
Mitcham,2 Hardwood Ct,1150000,5,2
Cheltenham,4 Cronin Ct,1140000,5,2
Glen Waverley,707 Waverley Rd,1116500,5,2
Clayton,25 View St,1115000,5,2
Burwood,1/26 Peacock St,1100000,5,2
Wheelers Hill,19 Kooringa Cr,1100000,5,2
Watsonia,3 Beaumont St,1100000,5,2
Wheelers Hill,7 Ondine Dr,1095000,5,2
Wheelers Hill,994 Waverley Rd,1090000,5,2
Wantirna South,6 Maringa Cl,1075000,5,2
Upwey,15 Leonard St,1075000,5,2
Yallambie,14 Borlase St,1060000,5,2
Dandenong,17 Sheales St,1055000,5,2
Reservoir,89 Cheddar Rd,1050000,5,2
Chadstone,1/6 Crana Ct,1050000,5,2
Rowville,22 Airedale Wy,1037000,5,2
West Footscray,32 Richelieu St,1030000,5,2
Wildwood,430 Wildwood Rd,1030000,5,2
Fawkner,28 Princess St,1018000,5,2
Warranwood,10 Nalinga Ct,1015000,5,2
Bundoora,43 Cheadle Cr,999000,5,2
Boronia,5 Stoneleigh Av,995000,5,2
Maribyrnong,11 Cedar Dr,990000,5,2
Croydon,25 Norman Rd,965000,5,2
Mulgrave,27 Glencairn St,960000,5,2
Pascoe Vale,16 Hayes Pde,958000,5,2
Rowville,51 Dandelion Dr,956000,5,2
Mill Park,117 Telopea Cr,955000,5,2
Oak Park,107 New Rd,955000,5,2
Avondale Heights,13 Wood St,945000,5,2
Greenvale,15 Motherwell Av,945000,5,2
Point Cook,82 Yuruga Bvd,940000,5,2
Glenroy,29 Sadie St,939000,5,2
Rowville,1 Ideal Ct,933000,5,2
Heathmont,25 Westmore Dr,932000,5,2
Bayswater,32 Kumala Rd,930000,5,2
Mooroolbark,74 Partridge Wy,906000,5,2
Albion,40 Ridley St,905000,5,2
Croydon,19 Sevenoaks Av,905000,5,2
Oakleigh South,4 Cascade St,900000,5,2
Bayswater,15 Edinburgh Rd,900000,5,2
Heidelberg West,158 Liberty Pde,900000,5,2
Dandenong North,7 Buchan St,895000,5,2
Heidelberg Heights,8 Leonard St,890000,5,2
Clarinda,13 Dyer Ct,883300,5,2
Lower Plenty,13 Anthony Cl,880000,5,2
Bayswater,7 Cousin Dr,875000,5,2
Rowville,11 Jindalee Cl,870000,5,2
Eltham North,20 Ramptons Rd,850000,5,2
Montmorency,48 Para Rd,850000,5,2
Reservoir,33 McMahon Rd,845000,5,2
Attwood,20 Threadneedle St,830000,5,2
Frankston South,13 Buckingham Pl,825000,5,2
Keilor,6 Huon Ct,815000,5,2
Keilor East,67 Prospect Dr,808000,5,2
Taylors Lakes,3 Roper Ct,805000,5,2
Lower Plenty,14 Glenauburn Rd,800000,5,2
Keilor East,25 Regent St,800000,5,2
Mill Park,7 Carlita Cl,800000,5,2
Bundoora,124 Greenwood Dr,800000,5,2
Kingsbury,50 Dunne St,794000,5,2
Hurstbridge,40 Anzac Av,790000,5,2
Taylors Lakes,2 Clifton Ct,780000,5,2
Mill Park,5 Newhaven Ct,780000,5,2
Craigieburn,37 Escapade Bvd,770000,5,2
Braybrook,10 Menzies St,760000,5,2
Greenvale,17 Bolton Ct,750000,5,2
Mernda,6 Sapling Pl,745000,5,2
Craigieburn,54 Wisteria Av,741000,5,2
Mooroolbark,254 Manchester Rd,740000,5,2
Keilor,16 Kiewa Cr,739000,5,2
Thomastown,63 Main St,735000,5,2
Mill Park,28 Strickland Av,730000,5,2
Epping,33 Abercrombie Gr,720500,5,2
Sunshine West,5 Comino Rd,720000,5,2
Hoppers Crossing,40 Carruthers Dr,720000,5,2
Point Cook,54 Fongeo Dr,717760,5,2
Frankston,22 Bradshaw St,715000,5,2
Hillside,66 Royal Cr,700000,5,2
Gladstone Park,305 Carrick Dr,691000,5,2
Keilor,36 Barwon Av,685000,5,2
Sydenham,3 Steamtrain Cl,683000,5,2
Mernda,10 Castello St,676000,5,2
Kings Park,7 Shepherds Gr,675000,5,2
Sunbury,49 Archer Av,675000,5,2
Epping,19 Maserati Dr,670000,5,2
Attwood,18 Chisholm Av,665000,5,2
Point Cook,23 Bevan Ct,660000,5,2
